Datetime,Adj Close,Close,High,Low,Open,Volume
,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA
2024-12-02 09:30:00,356.5697021484375,356.5697021484375,358.7799987792969,352.0600891113281,352.5150146484375,25381960
2024-12-02 10:30:00,352.2799987792969,352.2799987792969,357.3800048828125,351.15008544921875,356.6199951171875,10986629
2024-12-02 11:30:00,356.0400085449219,356.0400085449219,357.1199951171875,352.2200927734375,352.3800048828125,7586284
2024-12-02 12:30:00,356.0398864746094,356.0398864746094,359.44000244140625,355.79998779296875,356.07000732421875,9059211
2024-12-02 13:30:00,355.9200134277344,355.9200134277344,357.4800109863281,355.3500061035156,355.99688720703125,5187242
2024-12-02 14:30:00,359.14990234375,359.14990234375,359.29998779296875,355.8399963378906,355.9200134277344,5377244
2024-12-02 15:30:00,357.0896911621094,357.0896911621094,360.0,356.20001220703125,359.17999267578125,6477717
2024-12-03 09:30:00,350.5199890136719,350.5199890136719,355.67999267578125,349.5,351.57501220703125,18361997
2024-12-03 10:30:00,352.1405944824219,352.1405944824219,352.6700134277344,348.20001220703125,350.4800109863281,10022860
2024-12-03 11:30:00,349.44000244140625,349.44000244140625,352.3799133300781,349.0299987792969,352.0793151855469,5737949
2024-12-03 12:30:00,349.07000732421875,349.07000732421875,351.1300048828125,348.7699890136719,349.44000244140625,5518399
2024-12-03 13:30:00,349.3411865234375,349.3411865234375,350.29998779296875,348.3999938964844,349.07000732421875,4027301
2024-12-03 14:30:00,349.1099853515625,349.1099853515625,350.25,348.5780029296875,349.3695068359375,4405700
2024-12-03 15:30:00,351.3800048828125,351.3800048828125,351.6099853515625,348.2200012207031,349.05999755859375,4678868
2024-12-04 09:30:00,351.44000244140625,351.44000244140625,353.4200134277344,348.6000061035156,353.0400085449219,13835859
2024-12-04 10:30:00,352.5400085449219,352.5400085449219,354.82000732421875,350.86029052734375,351.4158020019531,8681717
2024-12-04 11:30:00,351.18499755859375,351.18499755859375,353.0,350.5700988769531,352.5415954589844,4831033
2024-12-04 12:30:00,352.19000244140625,352.19000244140625,352.4100036621094,350.7300109863281,351.1600036621094,3056693
2024-12-04 13:30:00,353.8399963378906,353.8399963378906,353.95001220703125,351.2106018066406,352.1099853515625,4001867
2024-12-04 14:30:00,354.6600036621094,354.6600036621094,355.37640380859375,352.8500061035156,353.8410949707031,4755775
2024-12-04 15:30:00,357.92999267578125,357.92999267578125,358.1000061035156,354.2601013183594,354.62420654296875,5587388
2024-12-05 09:30:00,373.8699951171875,373.8699951171875,374.3599853515625,359.51019287109375,359.8699951171875,31697068
2024-12-05 10:30:00,371.125,371.125,375.4100036621094,368.0199890136719,373.9100036621094,13248693
2024-12-05 11:30:00,371.0,371.0,371.82000732421875,368.16009521484375,371.1499938964844,6596355
2024-12-05 12:30:00,369.2699890136719,369.2699890136719,373.3399963378906,368.17999267578125,371.0299987792969,7188302
2024-12-05 13:30:00,371.44500732421875,371.44500732421875,371.8800048828125,366.510009765625,369.17999267578125,7380172
2024-12-05 14:30:00,369.6499938964844,369.6499938964844,372.70001220703125,369.6000061035156,371.4100036621094,6330246
2024-12-05 15:30:00,369.489990234375,369.489990234375,371.7099914550781,369.0,369.6578063964844,4461613
2024-12-06 09:30:00,373.9621887207031,373.9621887207031,377.5199890136719,370.79998779296875,377.2699890136719,23231521
2024-12-06 10:30:00,376.2200012207031,376.2200012207031,376.3299865722656,373.3500061035156,373.9621887207031,8567674
2024-12-06 11:30:00,374.5,374.5,376.6400146484375,373.2200012207031,376.29998779296875,5983337
2024-12-06 12:30:00,376.1099853515625,376.1099853515625,376.6400146484375,373.0700988769531,374.5198974609375,5209473
2024-12-06 13:30:00,376.49920654296875,376.49920654296875,377.3900146484375,375.60009765625,376.13330078125,5608867
2024-12-06 14:30:00,382.8999938964844,382.8999938964844,383.2900085449219,376.1499938964844,376.4682922363281,11405018
