Datetime,Adj Close,Close,High,Low,Open,Volume
,IBM,IBM,IBM,IBM,IBM,IBM
2024-12-02 09:30:00,226.5850067138672,226.5850067138672,227.75,225.50999450683594,227.5,482162
2024-12-02 10:30:00,227.72999572753906,227.72999572753906,227.75,226.49000549316406,226.5,184314
2024-12-02 11:30:00,228.19000244140625,228.19000244140625,228.3800048828125,227.64999389648438,227.72000122070312,184660
2024-12-02 12:30:00,227.75,227.75,228.32000732421875,227.54010009765625,228.21319580078125,152395
2024-12-02 13:30:00,227.4600067138672,227.4600067138672,227.97239685058594,227.30690002441406,227.72000122070312,135388
2024-12-02 14:30:00,227.44000244140625,227.44000244140625,227.6999969482422,227.32000732421875,227.4600067138672,210897
2024-12-02 15:30:00,227.44000244140625,227.44000244140625,227.72000122070312,227.27000427246094,227.44500732421875,526657
2024-12-03 09:30:00,227.30999755859375,227.30999755859375,228.08999633789062,226.6699981689453,227.24000549316406,445084
2024-12-03 10:30:00,227.47999572753906,227.47999572753906,227.60000610351562,226.9320068359375,227.35499572753906,246017
2024-12-03 11:30:00,227.610107421875,227.610107421875,227.69000244140625,226.9499969482422,227.4600067138672,176586
2024-12-03 12:30:00,227.39999389648438,227.39999389648438,227.8800048828125,227.2899932861328,227.6999969482422,137839
2024-12-03 13:30:00,227.4499969482422,227.4499969482422,227.58999633789062,227.2100067138672,227.4499969482422,116093
2024-12-03 14:30:00,228.2449951171875,228.2449951171875,228.3397979736328,227.44000244140625,227.47000122070312,181518
2024-12-03 15:30:00,229.02000427246094,229.02000427246094,229.11000061035156,228.1999969482422,228.27000427246094,577746
2024-12-04 09:30:00,231.8986053466797,231.8986053466797,232.13999938964844,229.35000610351562,230.0,549799
2024-12-04 10:30:00,232.91000366210938,232.91000366210938,233.14999389648438,231.8800048828125,232.0,634969
2024-12-04 11:30:00,233.02000427246094,233.02000427246094,233.13999938964844,232.29010009765625,232.8800048828125,393310
2024-12-04 12:30:00,232.91000366210938,232.91000366210938,233.08999633789062,232.64590454101562,233.02000427246094,276825
2024-12-04 13:30:00,232.8699951171875,232.8699951171875,233.1199951171875,232.39999389648438,232.93499755859375,371152
2024-12-04 14:30:00,233.06500244140625,233.06500244140625,233.19000244140625,232.80999755859375,232.89999389648438,246872
2024-12-04 15:30:00,233.5500030517578,233.5500030517578,233.74000549316406,232.9600067138672,233.0399932861328,798413
2024-12-05 09:30:00,235.32000732421875,235.32000732421875,236.52000427246094,233.4600067138672,233.5500030517578,660072
2024-12-05 10:30:00,236.36000061035156,236.36000061035156,236.3800048828125,234.9199981689453,235.22000122070312,439097
2024-12-05 11:30:00,235.92999267578125,235.92999267578125,236.3699951171875,235.64500427246094,236.33999633789062,372914
2024-12-05 12:30:00,234.50999450683594,234.50999450683594,236.08999633789062,234.42999267578125,235.9199981689453,416064
2024-12-05 13:30:00,235.27000427246094,235.27000427246094,235.49000549316406,234.3800048828125,234.4949951171875,353939
2024-12-05 14:30:00,234.96499633789062,234.96499633789062,235.4600067138672,234.781005859375,235.27000427246094,381989
2024-12-05 15:30:00,234.9600067138672,234.9600067138672,235.24000549316406,234.77000427246094,234.97000122070312,1132341
2024-12-06 09:30:00,237.17999267578125,237.17999267578125,237.6699981689453,234.22000122070312,234.42999267578125,386249
2024-12-06 10:30:00,237.67999267578125,237.67999267578125,237.72000122070312,236.33999633789062,237.22560119628906,407992
2024-12-06 11:30:00,238.17999267578125,238.17999267578125,238.3800048828125,237.1300048828125,237.67999267578125,400773
2024-12-06 12:30:00,237.6649932861328,237.6649932861328,238.25,237.58999633789062,238.1300048828125,384795
2024-12-06 13:30:00,237.2899932861328,237.2899932861328,237.94000244140625,237.13999938964844,237.69549560546875,315921
2024-12-06 14:30:00,237.9550018310547,237.9550018310547,237.9550018310547,237.16009521484375,237.27000427246094,295010
2024-12-06 15:30:00,238.0399932861328,238.0399932861328,238.25,237.8000030517578,237.9499969482422,834554
2024-12-09 09:30:00,237.0500946044922,237.0500946044922,239.35000610351562,237.03070068359375,238.0,623292
2024-12-09 10:30:00,236.7100067138672,236.7100067138672,237.27999877929688,235.38999938964844,237.13999938964844,681589
2024-12-09 11:30:00,233.5175018310547,233.5175018310547,236.7100067138672,233.13499450683594,236.6699981689453,416473
2024-12-09 12:30:00,232.69979858398438,232.69979858398438,234.0500030517578,232.5,233.63999938964844,297724
2024-12-09 13:30:00,231.8000030517578,231.8000030517578,233.1999969482422,231.35000610351562,232.6300048828125,361644
2024-12-09 14:30:00,230.58999633789062,230.58999633789062,232.1199951171875,230.5,231.8300018310547,397865
2024-12-09 15:30:00,230.0,230.0,230.77499389648438,228.91000366210938,230.59500122070312,1085486
2024-12-10 09:30:00,232.3300018310547,232.3300018310547,232.9499969482422,227.8000030517578,228.39999389648438,1010925
2024-12-10 10:30:00,233.55999755859375,233.55999755859375,234.38999938964844,232.27999877929688,232.3300018310547,817013
2024-12-10 11:30:00,233.36000061035156,233.36000061035156,233.98980712890625,233.02000427246094,233.60000610351562,312947
2024-12-10 12:30:00,233.0050048828125,233.0050048828125,233.38999938964844,232.80999755859375,233.3800048828125,255724
2024-12-10 13:30:00,233.33999633789062,233.33999633789062,233.55999755859375,232.7899932861328,232.97000122070312,276018
2024-12-10 14:30:00,232.88499450683594,232.88499450683594,233.99000549316406,232.83999633789062,233.3300018310547,424835
2024-12-10 15:30:00,231.8300018310547,231.8300018310547,232.86000061035156,231.58999633789062,232.85000610351562,837625
